y,x,label
24.52757608,52.18109575,1
24.52570925,52.1438357,1
24.51566972,52.13043118,1
24.47517688,52.1828246,1
24.55274555,52.10199074,1
24.50186296,52.12997076,1
24.50214463,52.14471393,1
24.52466809,52.15846975,1
24.40992723,52.12079311,1
24.41948266,52.14368293,1
24.47948618,52.09416787,1
24.34657436,52.05921307,1
24.32111398,52.06283893,1
24.29715297,52.06148112,1
24.39896561,52.06470524,1
24.32023094,52.08467743,1
24.25826738,52.03244979,1
24.2986095,52.04459519,1
24.23149057,52.0768695,1
24.238569,52.04176268,1
24.23864945,52.05575093,1
24.16753226,52.0342314,1
24.18724509,52.01809196,1
24.12835745,52.01187212,1
24.10752415,52.04330545,1
24.12344519,52.02882053,1
24.11395992,52.0628661,1
24.16340839,52.03972794,1
24.02886246,52.02962974,1
24.13400739,52.0301374,1
24.05254589,52.05305389,1
23.99991384,51.99792062,1
23.96264227,52.00516525,1
24.06073869,52.01046467,1
23.93600924,52.04422587,1
23.97525255,51.99303876,1
23.87869811,52.03798894,1
23.91827078,52.05001534,1
23.93517551,52.03083211,1
23.8933845,52.05569436,1
23.8347043,52.01170364,1
23.80585969,52.05348975,1
23.88188864,52.01774248,1
23.85651137,52.02431621,1
23.72390282,52.05081679,1
23.70779448,52.053023,1
23.77283352,51.98818537,1
23.70487616,52.04015936,1
23.66131179,52.05241077,1
23.79449247,52.03286248,1
23.78357553,51.98532427,1
23.72557503,51.99583594,1
23.67395466,52.01934895,1
23.76762956,52.02997158,1
23.8596048,52.01937322,1
23.80877369,52.01217189,1
23.92677985,52.05114555,1
23.84631796,52.06619117,1
23.94349071,52.04131041,1
23.94379316,52.02835471,1
23.93410976,52.03948,1
24.01459839,52.08398536,1
24.02990083,52.08698909,1
23.97123588,52.03176054,1
24.01189137,52.04241496,1
24.02999712,52.06612183,1
24.06950203,52.0548021,1
24.0228232,52.10609893,1
24.04714185,52.09135278,1
24.07518075,52.08030763,1
24.1186246,52.04322482,1
24.10383649,52.06317225,1
24.62257509,52.17369421,1
24.48813625,52.16117181,1
24.49766613,52.16266046,1
24.44331048,52.10964207,1
24.52733871,52.13669182,1
24.45717111,52.0742095,1
24.4834083,52.11022024,1
24.44103816,52.06667551,1
24.40338557,52.04829712,1
24.36765889,52.05047487,1
24.39683044,52.07212207,1
24.30468281,52.05032477,1
24.36467277,52.06290296,1
24.34440136,52.03498601,1
24.27554539,52.0770102,1
24.2223334,52.0761718,1
24.26507146,52.03974148,1
24.25329621,52.01383924,1
24.23237214,52.01899533,1
24.22293185,52.05057159,1
24.22952777,52.00188478,1
24.24413246,52.05203338,1
24.21648532,52.02449616,1
24.15817702,52.04644588,1
24.20206097,52.05226411,1
24.12875496,52.00741487,1
24.09056158,52.05057536,1
24.12788045,52.05828441,1
24.09347236,52.05353575,1
24.04636907,52.00762782,1
24.07035981,52.0121982,1
24.0347427,52.02149992,1
24.02110006,52.05149779,1
23.91574322,51.99810065,1
23.89103116,52.01844096,1
23.87163011,52.04176352,1
23.96502587,52.06300727,1
23.88861163,51.99048175,1
23.91095907,52.02661325,1
23.77177158,52.03827174,1
23.7773176,52.04535367,1
23.826165,52.02833035,1
23.81377931,52.03152359,1
23.79487321,52.06341813,1
23.72740368,52.0653977,1
23.70110274,51.99755322,1
23.68346719,52.02465437,1
23.65414513,52.02550624,1
23.70080441,51.99256471,1
23.58914235,52.0244855,1
23.61401209,52.04776458,1
23.60504097,52.01954603,1
23.53372387,52.04490852,1
23.52995645,52.01275971,1
23.56748371,52.00523547,1
23.49931354,52.02416439,1
23.53295964,52.05223705,1
23.5743514,51.99339521,1
23.50966268,52.05129673,1
23.46930213,52.05992385,1
23.45928907,51.99757285,1
23.5090703,51.99943427,1
23.36770813,52.05043403,1
23.45687695,52.06506629,1
23.37592911,52.01498531,1
23.39300847,52.02480907,1
23.3284102,52.00447554,1
23.30810943,52.02940306,1
23.33992505,52.01126408,1
23.30633496,52.00471696,1
23.26719958,52.00490769,1
23.26112787,52.06499529,1
23.25556535,52.01133821,1
23.31646549,52.02406284,1
23.27673515,52.06891444,1
23.30572815,52.08040776,1
23.18047692,52.01457989,1
23.26019486,52.01662039,1
23.16045597,52.03797663,1
23.20140663,52.07678448,1
23.11209929,52.02703783,1
23.23067825,52.03785897,1
23.0953993,52.05366492,1
23.2097101,52.03130913,1
23.12717592,52.09035297,1
23.1294601,52.06174172,1
23.11584644,52.03568691,1
23.06855647,52.05601289,1
23.07428299,52.11444813,1
23.03648452,52.11407647,1
23.09381003,52.06718428,1
23.01549983,52.10857191,1
23.02137224,52.11498895,1
22.97872906,52.06237204,1
23.01824064,52.07737262,1
23.01473007,52.12164734,1
22.92904207,52.11450346,1
22.97820424,52.10858906,1
22.93258953,52.0911356,1
23.00281014,52.08770174,1
22.92230008,52.13344509,1
22.95410111,52.09365715,1
22.91082268,52.10029876,1
22.96457972,52.11841652,1
22.84659369,52.1116424,1
22.91943839,52.13096851,1
22.82208207,52.15224645,1
22.80391355,52.1932105,1
22.90905508,52.15523605,1
22.80050171,52.15337276,1
22.81029764,52.21621514,1
22.83245945,52.14986517,1
22.84869874,52.23011253,1
22.74303679,52.2167092,1
22.84332242,52.20598505,1
22.80236356,52.22309536,1
22.71665093,52.18945255,1
22.74307104,52.21298533,1
22.74166596,52.19500547,1
22.72419766,52.28316785,1
22.74805937,52.21961761,1
22.73210577,52.24687521,1
22.79502282,52.24467247,1
22.69099241,52.29384125,1
22.74874171,52.26972651,1
22.75036642,52.32582468,1
22.74528451,52.34209265,1
22.64433348,52.28117643,1
22.75034147,52.35292651,1
22.74390909,52.30174174,1
22.75691858,52.29769443,1
22.72614871,52.36823222,1
22.75498768,52.34769458,1
22.632263,52.37492214,1
22.65994255,52.40754987,1
22.76352569,52.37373227,1
22.70576961,52.38823379,1
22.76076562,52.41155477,1
22.64134968,52.41211347,1
22.66739525,52.39996298,1
22.66724612,52.45001102,1
22.69956476,52.41207952,1
22.65318455,52.45986649,1
22.71322832,52.43062226,1
22.68854338,52.44862271,1
22.70353683,52.50026225,1
22.68164886,52.42854622,1
22.6534327,52.44480987,1
22.74271542,52.44818799,1
22.63239339,52.48568657,1
22.71593076,52.4654166,1
22.68620157,52.54096577,1
22.65757316,52.50670937,1
22.6722388,52.50704665,1
22.6904943,52.50777761,1
22.69811942,52.56961801,1
22.68777909,52.52413404,1
22.69997754,52.59896531,1
22.7787762,52.55170799,1
22.78070914,52.57753164,1
22.66839892,52.60345317,1
22.77980887,52.58183623,1
22.66946785,52.60069263,1
22.74665144,52.62075273,1
22.75010222,52.65947711,1
22.7069147,52.66232412,1
22.76106419,52.60726502,1
22.7247427,52.64798953,1
22.79713437,52.64489255,1
22.75516125,52.66078056,1
22.82159021,52.63483955,1
22.76595453,52.65463071,1
22.74897593,52.67774181,1
22.78217603,52.6614794,1
22.73206128,52.65011935,1
22.77084968,52.65297865,1
22.79520324,52.6501862,1
22.79195967,52.70218938,1
22.79212668,52.71524325,1
22.74483853,52.72102537,1
22.81907071,52.72956384,1
22.83097422,52.7142898,1
22.86179598,52.71555715,1
22.87516755,52.69359021,1
22.7580552,52.69407374,1
22.85292332,52.71204927,1
22.79730699,52.71484373,1
22.79771881,52.72666317,1
22.84175744,52.71519216,1
22.89014891,52.7130758,1
22.90705552,52.76868298,1
22.86379796,52.72773093,1
22.85469338,52.78749389,1
22.93198215,52.76839987,1
22.84902571,52.74577611,1
22.92837685,52.79842496,1
22.8851269,52.77065677,1
22.83964291,52.76461432,1
22.84916423,52.79146154,1
22.85463326,52.79949218,1
22.94438273,52.80636672,1
22.93069317,52.82538334,1
22.95599169,52.78229309,1
22.97492767,52.77033444,1
22.92784967,52.83308367,1
22.87944972,52.78678386,1
23.02176066,52.82068051,1
22.97984139,52.80238759,1
23.00027846,52.78502455,1
22.94062631,52.852316,1
23.05372014,52.83123068,1
23.0842765,52.86076514,1
23.10183859,52.83467726,1
23.02264724,52.85686731,1
23.12891434,52.83217418,1
23.11815033,52.79618862,1
23.12666681,52.80796289,1
23.1104867,52.79719108,1
23.12955613,52.84719699,1
23.16850857,52.79402711,1
23.18707157,52.84001933,1
23.21575648,52.79863481,1
23.15869515,52.85696589,1
23.21971437,52.86207603,1
23.21210695,52.83024505,1
23.30022689,52.80329929,1
23.19746128,52.84345738,1
23.31246543,52.79551165,1
23.21881666,52.83612003,1
23.22570982,52.80087768,1
23.25641429,52.85426873,1
23.36672506,52.80984575,1
23.29111603,52.84893541,1
23.2795911,52.85645573,1
23.37768469,52.8102259,1
23.38603615,52.84260642,1
23.29958419,52.78683399,1
23.34173632,52.80702747,1
23.35106932,52.84326664,1
23.37621928,52.82902399,1
23.34120826,52.82731206,1
23.37574117,52.85337149,1
23.49343942,52.85748037,1
23.46425478,52.8218562,1
23.41753734,52.84667376,1
23.47343111,52.81340315,1
23.52273176,52.83969645,1
23.51258797,52.83419545,1
23.44762831,52.81616609,1
23.5214072,52.85079922,1
23.43657717,52.81918276,1
23.56663161,52.78637642,1
23.45112581,52.84871163,1
23.45543767,52.83945891,1
23.48621176,52.79311341,1
23.54819538,52.82326586,1
23.48447259,52.81088526,1
23.59559474,52.80894671,1
23.52630749,52.7879175,1
23.59834234,52.78280748,1
23.48950143,52.75311865,1
23.5275223,52.7600015,1
23.50638994,52.74831291,1
23.49479713,52.70235367,1
23.57672732,52.72493155,1
23.56282381,52.69318,1
23.50369157,52.72878486,1
23.59416637,52.66054314,1
23.52462927,52.72715646,1
23.56484841,52.67951407,1
23.55024803,52.66719212,1
23.50694982,52.69850005,1
23.62824557,52.65148803,1
23.64769816,52.62943508,1
23.61324848,52.60770578,1
23.53820935,52.65303158,1
23.5148272,52.62378877,1
23.53576272,52.56640037,1
23.63055738,52.56492698,1
23.53538366,52.54943626,1
23.56634981,52.54425256,1
23.54610788,52.54848163,1
23.53466281,52.61025384,1
23.62385758,52.59685109,1
23.61974989,52.58288685,1
23.63010724,52.57301682,1
23.58260853,52.55455552,1
23.63428029,52.53335126,1
23.52152054,52.52361024,1
23.62075144,52.51434284,1
23.52784621,52.52026966,1
23.62107064,52.53866532,1
23.50212195,52.4856987,1
23.61655559,52.52765472,1
23.58909623,52.52581004,1
23.6033762,52.50794866,1
23.50387402,52.47100634,1
23.51807981,52.47164944,1
23.50031541,52.45870798,1
23.59559824,52.47248321,1
23.58555305,52.46983058,1
23.60608719,52.44703111,1
23.6044263,52.40637149,1
23.48780521,52.4175156,1
23.51693988,52.44348614,1
23.59951397,52.42037531,1
23.49654775,52.40943845,1
23.56890954,52.73255771,1
23.47258963,52.71231427,1
23.49964331,52.76891309,1
23.461858,52.72532207,1
23.45444187,52.76679434,1
23.34403514,52.8034507,1
23.38497934,52.75017759,1
23.30778869,52.78609723,1
23.31247283,52.81617658,1
23.19480454,52.82500422,1
23.23492233,52.80280907,1
23.24898732,52.75032592,1
23.20594057,52.79048252,1
23.21340708,52.8201862,1
23.23495876,52.81176564,1
23.13081344,52.75018009,1
23.22287431,52.76020935,1
23.09066567,52.76724959,1
23.20031665,52.76771548,1
23.09409747,52.79034065,1
23.07968827,52.79613528,1
23.11690762,52.75636054,1
23.15861987,52.81836475,1
23.06189055,52.80491482,1
23.04231489,52.79054338,1
23.08401971,52.79076096,1
23.00649857,52.77556334,1
23.05539139,52.79717145,1
23.04127537,52.7892996,1
23.02863374,52.75220216,1
23.07164537,52.82495631,1
23.05412054,52.79507918,1
23.0684093,52.75492852,1
23.08240703,52.76072622,1
23.08877118,52.76524629,1
23.17234149,52.77654267,1
23.1395348,52.78371991,1
23.24929464,52.78692034,1
23.26604037,52.75846685,1
23.27318817,52.75425268,1
23.26675091,52.73247724,1
23.23583476,52.77962725,1
23.32160413,52.71616915,1
23.30569347,52.72055005,1
23.30712764,52.75632913,1
23.34736645,52.78004007,1
23.34663019,52.75765836,1
23.31437776,52.74888182,1
23.41432825,52.69498151,1
23.30321161,52.69610235,1
23.43090747,52.7570734,1
23.44722401,52.75099983,1
23.37630271,52.73347495,1
23.31197554,52.74838157,1
23.32956698,52.70879269,1
23.28446538,52.72540508,1
23.23991785,52.75778654,1
23.2667473,52.71354852,1
23.14987197,52.75407794,1
23.15660896,52.73885871,1
23.17422693,52.7386789,1
23.12470153,52.72356651,1
23.09082419,52.71201899,1
23.02344598,52.71403456,1
23.01130838,52.75893861,1
23.11676295,52.75803683,1
23.09562887,52.74107352,1
22.95016168,52.69823036,1
23.05365629,52.69571721,1
22.92269516,52.69894677,1
23.00717471,52.74670928,1
22.91765319,52.72620732,1
22.9075438,52.69638384,1
22.87643211,52.71339114,1
22.89786913,52.70139535,1
22.8897653,52.70759818,1
22.84286622,52.73752772,1
22.90151792,52.69588164,1
22.92442591,52.69195897,1
22.88318634,52.7051233,1
22.83546266,52.64974585,1
22.89712453,52.62049963,1
22.86439067,52.60054613,1
22.78726593,52.57198533,1
22.84981578,52.63162655,1
22.90627679,52.56485534,1
22.8871066,52.54886778,1
22.82878421,52.51104279,1
22.83403445,52.5005119,1
22.76340674,52.52447067,1
22.80043947,52.51596007,1
22.78087491,52.45291655,1
22.85544448,52.46443293,1
22.79682628,52.43448303,1
22.77044166,52.43360536,1
22.8175142,52.4442091,1
